date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_tries,away_tries
1999-02-06,Ireland,France,9,10,Six Nations,Dublin,Ireland,False,,
1999-02-06,Scotland,Wales,33,20,Six Nations,Edinburgh,Scotland,False,,
1999-02-20,Ireland,Wales,29,23,Six Nations,London,England,True,,
1999-02-20,England,Scotland,24,21,Six Nations,London,England,False,,
1999-03-06,France,Wales,33,34,Six Nations,Saint-Denis,Reunion,False,,
1999-03-06,Ireland,England,15,27,Six Nations,Dublin,Ireland,False,,
1999-03-06,Scotland,Italy,30,12,International Test Match,Edinburgh,Scotland,False,,
1999-03-20,Scotland,Ireland,30,13,Six Nations,Edinburgh,Scotland,False,,
1999-03-20,England,France,21,10,Six Nations,London,England,False,,
1999-03-20,Italy,Wales,21,60,International Test Match,Treviso,Italy,False,,
1999-04-10,Ireland,Italy,39,30,International Test Match,Dublin,Ireland,False,,
1999-04-10,France,Scotland,22,36,Six Nations,Saint-Denis,Reunion,False,,
1999-04-11,England,Wales,31,32,Six Nations,London,England,True,,
1999-06-05,Argentina,Wales,26,36,1999 Wales tour of Argentina,Buenos Aires,Argentina,False,,
1999-06-12,Australia,Ireland,46,10,1999 Ireland tour of Australia,Brisbane,Australia,False,,
1999-06-12,Argentina,Wales,16,23,1999 Wales tour of Argentina,Buenos Aires,Argentina,False,,
1999-06-12,South Africa,Italy,74,3,1999 Italy rugby union tour of South Africa,Port Elizabeth,South Africa,False,,
1999-06-19,Australia,Ireland,32,26,1999 Ireland tour of Australia,Perth,Australia,False,,
1999-06-19,South Africa,Italy,101,0,1999 Italy rugby union tour of South Africa,Durban,South Africa,False,,
1999-06-26,New Zealand,France,54,7,1999 French tour,Wellington,New Zealand,False,,
1999-06-26,Wales,South Africa,29,19,International Test Match,Cardiff,Wales,False,,
1999-06-26,Australia,England,22,15,1999 England tour of Australia,Sydney,Australia,False,,
1999-07-10,New Zealand,South Africa,28,0,Rugby Championship,Dunedin,New Zealand,False,,
1999-07-17,Australia,South Africa,32,6,Rugby Championship,Brisbane,Australia,False,,
1999-07-24,New Zealand,Australia,34,15,Rugby Championship,Auckland,New Zealand,False,,
1999-08-07,South Africa,New Zealand,18,34,Rugby Championship,Pretoria,South Africa,False,,
1999-08-14,South Africa,Australia,10,9,Rugby Championship,Cape Town,South Africa,False,,
1999-08-21,Scotland,Argentina,22,31,1999 Rugby World Cup warm-up match,Edinburgh,Scotland,False,,
1999-08-28,Wales,France,34,23,1999 Rugby World Cup warm-up match,Cardiff,Wales,False,,
1999-08-28,Ireland,Argentina,32,24,1999 Rugby World Cup warm-up,Dublin,Ireland,False,,
1999-08-28,Australia,New Zealand,28,7,Rugby Championship,Sydney,Australia,False,,
1999-10-01,Wales,Argentina,23,18,Rugby World Cup,Cardiff,Wales,False,2,
1999-10-01,Fiji,Namibia,67,18,Rugby World Cup,Beziers,France,True,,
1999-10-02,England,Italy,67,7,Rugby World Cup,London,England,False,,
1999-10-02,France,Canada,33,20,Rugby World Cup,Beziers,France,False,4,2
1999-10-02,Ireland,United States,53,8,Rugby World Cup,Dublin,Ireland,False,,
1999-10-03,Australia,Romania,57,9,Rugby World Cup,Belfast,Ireland,True,,
1999-10-03,Scotland,South Africa,29,46,Rugby World Cup,Edinburgh,Scotland,False,,
1999-10-03,New Zealand,Tonga,45,9,Rugby World Cup,Bristol,England,True,5,
1999-10-03,Samoa,Japan,43,9,Rugby World Cup,Wrexham,Wales,True,,
1999-10-08,Scotland,Uruguay,43,12,Rugby World Cup,Edinburgh,Scotland,False,6,
1999-10-08,France,Namibia,47,13,Rugby World Cup,Bordeaux,France,False,6,1
1999-10-09,Fiji,Canada,38,22,Rugby World Cup,Bordeaux,France,True,4,1
1999-10-09,Wales,Japan,64,15,Rugby World Cup,Cardiff,Wales,False,9,2
1999-10-09,England,New Zealand,16,30,Rugby World Cup,London,England,False,1,3
1999-10-09,United States,Romania,25,27,Rugby World Cup,Dublin,Ireland,True,,
1999-10-10,Argentina,Samoa,32,16,Rugby World Cup,Llanelli,Wales,True,,
1999-10-10,South Africa,Spain,47,3,Rugby World Cup,Edinburgh,Scotland,True,7,
1999-10-10,Tonga,Italy,28,25,Rugby World Cup,Leicester,England,True,3,1
1999-10-10,Ireland,Australia,3,23,Rugby World Cup,Dublin,Ireland,False,,2
1999-10-14,New Zealand,Italy,101,3,Rugby World Cup,Huddersfield,England,True,,
1999-10-14,Wales,Samoa,31,38,Rugby World Cup,Cardiff,Wales,False,3,5
1999-10-14,Canada,Namibia,72,11,Rugby World Cup,Toulouse,France,True,9,1
1999-10-14,Australia,United States,55,19,Rugby World Cup,Limerick,Ireland,True,,
1999-10-15,Ireland,Romania,44,14,Rugby World Cup,Dublin,Ireland,False,5,1
1999-10-15,South Africa,Uruguay,39,3,Rugby World Cup,Glasgow,Scotland,True,5,
1999-10-15,England,Tonga,101,10,Rugby World Cup,London,England,False,13,1
1999-10-16,Scotland,Spain,48,0,Rugby World Cup,Edinburgh,Scotland,False,7,
1999-10-16,France,Fiji,28,19,Rugby World Cup,Toulouse,France,False,3,1
1999-10-16,Argentina,Japan,33,12,Rugby World Cup,Cardiff,Wales,True,2,
1999-10-20,Ireland,Argentina,24,28,Rugby World Cup,Lens,France,True,,1
1999-10-20,England,Fiji,45,24,Rugby World Cup,London,England,False,,
1999-10-20,Scotland,Samoa,35,20,Rugby World Cup,Edinburgh,Scotland,False,3,2
1999-10-23,Wales,Australia,9,24,Rugby World Cup,Cardiff,Wales,False,,
1999-10-24,Scotland,New Zealand,18,30,Rugby World Cup,Edinburgh,Scotland,False,2,4
1999-10-24,France,Argentina,47,26,Rugby World Cup,Dublin,Ireland,True,5,2
1999-10-24,England,South Africa,21,44,Rugby World Cup,Saint-Denis,Reunion,True,,2
1999-10-30,South Africa,Australia,21,27,Rugby World Cup,London,England,True,,
1999-10-31,New Zealand,France,31,43,Rugby World Cup,London,England,True,3,4
1999-11-04,South Africa,New Zealand,22,18,Rugby World Cup,Cardiff,Wales,True,1,
1999-11-06,Australia,France,35,12,Rugby World Cup,Cardiff,Wales,True,2,
2000-02-05,England,Ireland,50,18,Six Nations,London,England,False,,
2000-02-05,Wales,France,3,36,Six Nations,Cardiff,Wales,False,,
2000-02-05,Italy,Scotland,34,20,Six Nations,Rome,Italy,False,,
2000-02-19,France,England,9,15,Six Nations,Saint-Denis,Reunion,False,,
2000-02-19,Ireland,Scotland,44,22,Six Nations,Dublin,Ireland,False,,
2000-02-19,Wales,Italy,47,16,Six Nations,Cardiff,Wales,False,,
2000-03-04,Ireland,Italy,60,13,Six Nations,Dublin,Ireland,False,,
2000-03-04,England,Wales,46,12,Six Nations,London,England,False,,
2000-03-04,Scotland,France,16,28,Six Nations,Edinburgh,Scotland,False,,
2000-03-18,Italy,England,12,59,Six Nations,Rome,Italy,False,,
2000-03-18,Wales,Scotland,26,18,Six Nations,Cardiff,Wales,False,,
2000-03-19,France,Ireland,25,27,Six Nations,Saint-Denis,Reunion,False,,
2000-04-01,France,Italy,42,31,Six Nations,Saint-Denis,Reunion,False,,
2000-04-01,Ireland,Wales,19,23,Six Nations,Dublin,Ireland,False,,
2000-04-02,Scotland,England,19,13,Six Nations,Edinburgh,Scotland,False,,
2000-06-03,Argentina,Ireland,34,23,2000 Ireland rugby union tour of The Americas,Buenos Aires,Argentina,False,,
2000-06-17,Australia,Argentina,53,6,2000 Argentina tour of Australia and England,Brisbane,Australia,False,,
2000-06-17,South Africa,England,18,13,2000 England rugby union tour of South Africa,Pretoria,South Africa,False,,
2000-06-24,Australia,Argentina,32,25,2000 Argentina tour of Australia and England,Canberra,Australia,False,,
2000-06-24,South Africa,England,22,27,2000 England rugby union tour of South Africa,Bloemfontein,South Africa,False,,
2000-06-24,New Zealand,Scotland,69,20,2000 Scotland rugby union tour of New Zealand,Dunedin,New Zealand,False,,
2000-07-01,New Zealand,Scotland,48,14,2000 Scotland rugby union tour of New Zealand,Auckland,New Zealand,False,,
2000-07-08,Australia,South Africa,44,23,2000 Summer International,Melbourne,Australia,False,,
2000-07-15,Australia,New Zealand,35,39,Rugby Championship,Sydney,Australia,False,,
2000-07-22,New Zealand,South Africa,25,12,Rugby Championship,Christchurch,New Zealand,False,,
2000-07-29,Australia,South Africa,26,6,Rugby Championship,Sydney,Australia,False,,
2000-08-05,New Zealand,Australia,23,24,Rugby Championship,Wellington,New Zealand,False,,
2000-08-19,South Africa,New Zealand,46,40,Rugby Championship,Johannesburg,South Africa,False,,
2000-08-26,South Africa,Australia,18,19,Rugby Championship,Durban,South Africa,False,,
2000-11-04,France,Australia,13,18,2000 Australia tour of Great Britain and France,Saint-Denis,France,False,,
2000-11-11,Scotland,Australia,9,30,2000 Autumn International,Edinburgh,Scotland,False,,
2000-11-11,France,New Zealand,26,39,2000 end of year test,Saint-Denis,France,False,,
2000-11-12,Argentina,South Africa,33,37,"2000 South Africa tour of Argentina, Great Britain and Ireland",Buenos Aires,Argentina,False,,
2000-11-18,England,Australia,22,19,2000 Autumn International,London,England,False,,
2000-11-18,France,New Zealand,42,33,2000 end of year test,Marseilles,France,False,,
2000-11-19,Ireland,South Africa,18,28,2000 end-of-year test,Dublin,Ireland,False,,
2000-11-25,England,Argentina,19,0,2000 Autumn International,London,England,False,,
2000-11-25,Italy,New Zealand,19,56,2000 end-of-year internationals,Genoa,Italy,False,,
2000-11-26,Wales,South Africa,13,23,"2000 South Africa tour of Argentina, Great Britain and Ireland",Cardiff,Wales,False,,
2000-12-02,England,South Africa,25,17,2000 Autumn International,London,England,False,,
2001-02-03,Italy,Ireland,22,41,Six Nations,Rome,Italy,False,,
2001-02-03,Wales,England,15,44,Six Nations,Cardiff,Wales,False,,
2001-02-04,France,Scotland,16,6,Six Nations,Saint-Denis,Reunion,False,,
2001-02-17,Ireland,France,22,15,Six Nations,Dublin,Ireland,False,,
2001-02-17,England,Italy,80,23,Six Nations,London,England,False,,
2001-02-17,Scotland,Wales,28,28,Six Nations,Edinburgh,Scotland,False,,
2001-03-03,England,Scotland,43,3,Six Nations,London,England,False,,
2001-03-03,Italy,France,19,30,Six Nations,Rome,Italy,False,,
2001-03-17,France,Wales,35,43,Six Nations,Saint-Denis,Reunion,False,,
2001-03-17,Scotland,Italy,23,19,Six Nations,Edinburgh,Scotland,False,,
2001-04-07,England,France,48,19,Six Nations,London,England,False,,
2001-04-08,Italy,Wales,23,33,Six Nations,Rome,Italy,False,,
2001-06-16,South Africa,France,23,32,2001 France rugby union tour,Johannesburg,South Africa,False,,
2001-06-23,New Zealand,Argentina,67,19,2001 Argentina tour of New Zealand and Great Britain,Christchurch,New Zealand,False,,
2001-06-23,South Africa,France,20,15,2001 France rugby union tour,Durban,South Africa,False,,
2001-06-30,New Zealand,France,37,12,2001 French tour,Wellington,New Zealand,False,,
2001-06-30,South Africa,Italy,60,14,2001 Italy rugby union tour,Port Elizabeth,South Africa,False,,
2001-07-14,Argentina,Italy,38,17,2001 Italy rugby union tour of Argentina,Buenos Aires,Argentina,False,,
2001-07-21,South Africa,New Zealand,3,12,Rugby Championship,Cape Town,South Africa,False,,
2001-07-28,South Africa,Australia,20,15,Rugby Championship,Pretoria,South Africa,False,,
2001-08-11,New Zealand,Australia,15,23,Rugby Championship,Dunedin,New Zealand,False,,
2001-08-18,Australia,South Africa,14,14,Rugby Championship,Perth (WA),Australia,False,,
2001-08-25,New Zealand,South Africa,26,15,Rugby Championship,Auckland,New Zealand,False,,
2001-09-01,Australia,New Zealand,29,26,Rugby Championship,Sydney,Australia,False,,
2001-09-22,Scotland,Ireland,32,10,Six Nations,Edinburgh,Scotland,False,,
2001-10-13,Wales,Ireland,6,36,Six Nations,Cardiff,Wales,False,,
2001-10-20,Ireland,England,20,14,Six Nations,Dublin,Ireland,False,,
2001-11-10,France,South Africa,20,10,2001 Autumn International,Saint-Denis,France,False,,
2001-11-10,England,Australia,21,15,2001 Autumn International,London,England,False,,
2001-11-10,Wales,Argentina,16,30,2001 Autumn International,Cardiff,Wales,False,,
2001-11-17,Italy,South Africa,26,54,2001 autumn internationals,Genoa,Italy,False,,
2001-11-17,Ireland,New Zealand,29,40,2001 New Zealand rugby union tour,Dublin,Ireland,False,,
2001-11-17,France,Australia,14,13,2001 Australia tour of Europe,Marseille,France,False,,
2001-11-18,Scotland,Argentina,16,25,2001 Autumn International,Edinburgh,Scotland,False,,
2001-11-24,England,South Africa,29,9,2001 Autumn International,London,England,False,,
2001-11-24,Scotland,New Zealand,6,37,2001 New Zealand rugby union tour,Edinburgh,Scotland,False,,
2001-11-25,Wales,Australia,13,21,2001 Australia tour of Europe,Cardiff,Wales,False,,
2001-12-01,Argentina,New Zealand,20,24,"2004 New Zealand tour of Ireland, Scotland and Argentina",Buenos Aires,Argentina,False,,
2002-02-02,France,Italy,33,12,Six Nations,Saint-Denis,Reunion,False,,
2002-02-02,Scotland,England,3,29,Six Nations,Edinburgh,Scotland,False,,
2002-02-03,Ireland,Wales,54,10,Six Nations,Dublin,Ireland,False,,
2002-02-16,Wales,France,33,37,Six Nations,Cardiff,Wales,False,,
2002-02-16,Italy,Scotland,12,29,Six Nations,Rome,Italy,False,,
2002-02-16,England,Ireland,45,11,Six Nations,London,England,False,,
2002-03-02,France,England,20,15,Six Nations,Saint-Denis,Reunion,False,,
2002-03-02,Ireland,Scotland,43,22,Six Nations,Dublin,Ireland,False,,
2002-03-02,Wales,Italy,44,20,Six Nations,Cardiff,Wales,False,,
2002-03-22,Scotland,France,10,22,2002 Six Nations Championship,Edinburgh,Scotland,False,,
2002-03-23,England,Wales,50,10,Six Nations,London,England,False,,
2002-03-23,Ireland,Italy,32,17,Six Nations,Dublin,Ireland,False,,
2002-03-23,Scotland,France,10,22,Six Nations,Edinburgh,Scotland,False,,
2002-04-06,France,Ireland,44,5,Six Nations,Saint-Denis,Reunion,False,,
2002-04-06,Wales,Scotland,22,27,Six Nations,Cardiff,Wales,False,,
2002-04-07,Italy,England,9,45,Six Nations,Rome,Italy,False,,
2002-06-08,New Zealand,Italy,64,10,2002 Italy rugby union tour,Hamilton,New Zealand,False,,
2002-06-08,South Africa,Wales,34,19,2002 Wales tour of South Africa,Bloemfontein,South Africa,False,,
2002-06-15,New Zealand,Ireland,15,6,2002 Ireland rugby union tour of New Zealand,Dunedin,New Zealand,False,,
2002-06-15,Argentina,France,28,27,2002 France tour of Argentina and Australia,Buenos Aires,Argentina,False,,
2002-06-15,South Africa,Wales,19,8,2002 Wales tour of South Africa,Cape Town,South Africa,False,,
2002-06-22,Argentina,England,18,26,2002 England tour of Argentina,Buenos Aires,Argentina,False,,
2002-06-22,Australia,France,29,17,2002 France tour of Argentina and Australia,Melbourne,Australia,False,,
2002-06-22,New Zealand,Ireland,40,8,2002 Ireland rugby union tour of New Zealand,Auckland,New Zealand,False,,
2002-06-29,Australia,France,31,25,2002 France tour of Argentina and Australia,Sydney,Australia,False,,
2002-06-29,South Africa,Argentina,49,29,2002 Argentina tour of South Africa and Europe,Springs,South Africa,False,,
2002-07-13,New Zealand,Australia,12,6,Rugby Championship,Christchurch,New Zealand,False,,
2002-07-20,New Zealand,South Africa,41,20,Rugby Championship,Wellington,New Zealand,False,,
2002-07-27,Australia,South Africa,38,27,Rugby Championship,Brisbane,Australia,False,,
2002-08-03,Australia,New Zealand,16,14,Rugby Championship,Sydney,Australia,False,,
2002-08-10,South Africa,New Zealand,23,30,Rugby Championship,Durban,South Africa,False,,
2002-08-17,South Africa,Australia,33,31,Rugby Championship,Johannesburg,South Africa,False,,
2002-11-02,Argentina,Australia,6,17,2002 Australia tour of Argentina and Europe,Buenos Aires,Argentina,False,,
2002-11-09,England,New Zealand,31,28,2002 Autumn International,London,England,False,,
2002-11-09,Ireland,Australia,18,9,2002 Autumn International,Dublin,Ireland,False,,
2002-11-09,France,South Africa,30,10,2002 end-of-year rugby union internationals,Marseille,France,False,,
2002-11-16,Scotland,South Africa,21,6,2002 South Africa rugby union tour of Europe,Edinburgh,Scotland,False,,
2002-11-16,England,Australia,32,31,2002 Autumn International,London,England,False,,
2002-11-16,France,New Zealand,20,20,2002 New Zealand tour of Europe,Saint-Denis,France,False,,
2002-11-16,Italy,Argentina,6,38,2002 Argentina rugby union tour of South Africa and Europe,Rome,Italy,False,,
2002-11-23,Wales,New Zealand,17,43,2002 Autumn International,Cardiff,Wales,False,,
2002-11-23,Italy,Australia,3,34,2002 Australia tour of Argentina and Europe,Genova,Italy,False,,
2002-11-23,England,South Africa,53,3,2002 Autumn International,London,England,False,,
2002-11-23,Ireland,Argentina,16,7,2002 Autumn Internationals,Dublin,Ireland,False,,
2003-02-15,Italy,Wales,30,22,Six Nations,Rome,Italy,False,,
2003-02-15,England,France,25,17,Six Nations,London,England,False,,
2003-02-16,Scotland,Ireland,6,36,Six Nations,Edinburgh,Scotland,False,,
2003-02-22,Italy,Ireland,13,37,Six Nations,Rome,Italy,False,,
2003-02-22,Wales,England,9,26,Six Nations,Cardiff,Wales,False,,
2003-02-23,France,Scotland,38,3,Six Nations,Saint-Denis,Reunion,False,,
2003-03-08,Scotland,Wales,30,22,Six Nations,Edinburgh,Scotland,False,,
2003-03-08,Ireland,France,15,12,Six Nations,Dublin,Ireland,False,,
2003-03-09,England,Italy,40,5,Six Nations,London,England,False,,
2003-03-22,England,Scotland,40,9,Six Nations,London,England,False,,
2003-03-22,Wales,Ireland,24,25,Six Nations,Cardiff,Wales,False,,
2003-03-23,Italy,France,27,53,Six Nations,Rome,Italy,False,,
2003-03-29,Scotland,Italy,33,25,Six Nations,Edinburgh,Scotland,False,,
2003-03-29,France,Wales,33,5,Six Nations,Saint-Denis,Reunion,False,,
2003-03-30,Ireland,England,6,42,Six Nations,Dublin,Ireland,False,,
2003-06-07,South Africa,Scotland,29,25,2003 Scotland rugby union tour of South Africa,Durban,South Africa,False,,
2003-06-07,Australia,Ireland,45,16,2003 Ireland tour of Oceania,Perth,Australia,False,,
2003-06-14,Australia,Wales,30,10,2003 Wales tour of Australia and New Zealand,Sydney,Australia,False,,
2003-06-14,New Zealand,England,13,15,2003 England rugby union tour of Australasia,Wellington,New Zealand,False,,
2003-06-14,Argentina,France,10,6,2003 France tour of Argentina and New Zealand,Buenos Aires,Argentina,False,,
2003-06-14,South Africa,Scotland,28,19,2003 Scotland rugby union tour of South Africa,Johannesburg,South Africa,False,,
2003-06-20,Argentina,France,33,32,2003 France tour of Argentina and New Zealand,Buenos Aires,Argentina,False,,
2003-06-21,New Zealand,Wales,55,3,2003 Wales tour of Australia and New Zealand,Hamilton,New Zealand,False,,
2003-06-21,Australia,England,14,25,2003 England tour of Australia and New Zealand,Melbourne,Australia,False,,
2003-06-28,New Zealand,France,31,23,2003 French tour,Christchurch,New Zealand,False,,
2003-06-28,South Africa,Argentina,26,25,2003 Argentina tour of South Africa,Port Elizabeth,South Africa,False,,
2003-07-12,South Africa,Australia,26,22,Rugby Championship,Cape Town,South Africa,False,,
2003-07-19,South Africa,New Zealand,16,52,Rugby Championship,Pretoria,South Africa,False,,
2003-07-26,Australia,New Zealand,21,50,Rugby Championship,Sydney,Australia,False,,
2003-08-02,Australia,South Africa,29,9,Rugby Championship,Brisbane,Australia,False,,
2003-08-09,New Zealand,South Africa,19,11,Rugby Championship,Dunedin,New Zealand,False,,
2003-08-16,Ireland,Wales,35,12,2003 Rugby World Cup warm-up tests,Dublin,Ireland,False,,
2003-08-16,New Zealand,Australia,21,17,Rugby Championship,Auckland,New Zealand,False,,
2003-08-23,Scotland,Italy,47,15,2003 Rugby World Cup warm-up matches,Edinburgh,Scotland,False,,
2003-08-23,Wales,England,9,43,2003 Rugby World Cup warm-up,Cardiff,Wales,False,,
2003-08-30,France,England,17,16,2003 Rugby World Cup warm-up,Marseille,France,False,,
2003-08-30,Ireland,Italy,61,6,2003 Rugby World Cup warm-up matches,Limerick,Ireland,False,,
2003-08-30,Wales,Scotland,23,9,2003 Rugby World Cup warm-up,Cardiff,Wales,False,,
2003-09-06,Scotland,Ireland,10,29,2003 Rugby World Cup warm-up tests,Edinburgh,Scotland,False,,
2003-09-06,England,France,45,14,2003 Rugby World Cup warm-up,London,England,False,,
2003-10-10,Australia,Argentina,24,8,Rugby World Cup,Sydney,Australia,False,,
2003-10-11,France,Fiji,61,18,Rugby World Cup,Brisbane,Australia,True,,
2003-10-11,New Zealand,Italy,70,7,Rugby World Cup,Melbourne,Australia,True,,
2003-10-11,Ireland,Romania,45,17,Rugby World Cup,Gosford,Australia,True,,
2003-10-11,South Africa,Uruguay,72,6,Rugby World Cup,Perth (WA),Australia,True,,
2003-10-12,England,Georgia,84,6,Rugby World Cup,Perth (WA),Australia,True,,
2003-10-12,Scotland,Japan,32,11,Rugby World Cup,Townsville,Australia,True,,
2003-10-12,Wales,Canada,41,10,Rugby World Cup,Melbourne,Australia,True,,
2003-10-14,Argentina,Namibia,67,14,Rugby World Cup,Gosford,Australia,True,,
2003-10-15,United States,Fiji,18,19,Rugby World Cup,Brisbane,Australia,True,,
2003-10-15,Tonga,Italy,12,36,Rugby World Cup,Canberra,Australia,True,,
2003-10-15,Samoa,Uruguay,60,13,Rugby World Cup,Perth (WA),Australia,True,,
2003-10-17,New Zealand,Canada,68,6,Rugby World Cup,Melbourne,Australia,True,,
2003-10-18,France,Japan,51,29,Rugby World Cup,Townsville,Australia,True,,
2003-10-18,England,South Africa,25,6,Rugby World Cup,Perth (WA),Australia,True,,
2003-10-18,Australia,Romania,90,8,Rugby World Cup,Brisbane,Australia,False,,
2003-10-19,Samoa,Georgia,46,9,Rugby World Cup,Perth (WA),Australia,True,,
2003-10-19,Ireland,Namibia,64,7,Rugby World Cup,Sydney,Australia,True,,
2003-10-19,Wales,Tonga,27,20,Rugby World Cup,Canberra,Australia,True,,
2003-10-20,Scotland,United States,39,15,Rugby World Cup,Brisbane,Australia,True,,
2003-10-21,Italy,Canada,19,14,Rugby World Cup,Canberra,Australia,True,,
2003-10-22,Argentina,Romania,50,3,Rugby World Cup,Sydney,Australia,True,,
2003-10-23,Fiji,Japan,41,13,Rugby World Cup,Townsville,Australia,True,,
2003-10-24,South Africa,Georgia,46,19,Rugby World Cup,Sydney,Australia,True,,
2003-10-24,New Zealand,Tonga,91,7,Rugby World Cup,Brisbane,Australia,True,,
2003-10-25,Wales,Italy,27,15,Rugby World Cup,Canberra,Australia,True,,
2003-10-25,Australia,Namibia,142,0,Rugby World Cup,Adelaide,Australia,False,,
2003-10-25,Scotland,France,9,51,Rugby World Cup,Sydney,Australia,True,,
2003-10-26,England,Samoa,35,22,Rugby World Cup,Melbourne,Australia,True,,
2003-10-26,Ireland,Argentina,16,15,Rugby World Cup,Adelaide,Australia,True,,
2003-10-27,United States,Japan,39,26,Rugby World Cup,Gosford,Australia,True,,
2003-10-28,Uruguay,Georgia,24,12,Rugby World Cup,Sydney,Australia,True,,
2003-10-29,Tonga,Canada,7,24,Rugby World Cup,Wollongong,Australia,True,,
2003-10-30,Romania,Namibia,37,7,Rugby World Cup,Launceston,Australia,True,,
2003-10-31,France,United States,41,14,Rugby World Cup,Wollongong,Australia,True,,
2003-11-01,South Africa,Samoa,60,10,Rugby World Cup,Brisbane,Australia,True,,
2003-11-01,Australia,Ireland,17,16,Rugby World Cup,Melbourne,Australia,False,,
2003-11-01,Scotland,Fiji,22,20,Rugby World Cup,Sydney,Australia,True,,
2003-11-02,England,Uruguay,111,13,Rugby World Cup,Brisbane,Australia,True,,
2003-11-02,Wales,New Zealand,37,53,Rugby World Cup,Sydney,Australia,True,,
2003-11-08,South Africa,New Zealand,9,29,Rugby World Cup,Melbourne,Australia,True,,
2003-11-08,Australia,Scotland,33,16,Rugby World Cup,Brisbane,Australia,False,,
2003-11-09,New Zealand,South Africa,29,9,2003 Rugby World Cup,Melbourne,Australia,True,,
2003-11-09,Ireland,France,21,43,Rugby World Cup,Melbourne,Australia,True,,
2003-11-09,England,Wales,28,17,Rugby World Cup,Brisbane,Australia,True,,
2003-11-15,Australia,New Zealand,22,10,Rugby World Cup,Sydney,Australia,False,,
2003-11-16,England,France,24,7,Rugby World Cup,Sydney,Australia,True,,
2003-11-20,New Zealand,France,40,13,Rugby World Cup,Sydney,Australia,True,,
2003-11-22,Australia,England,17,20,Rugby World Cup,Sydney,Australia,False,,
2004-02-14,Wales,Scotland,23,10,Six Nations,Cardiff,Wales,False,,
2004-02-14,France,Ireland,35,17,Six Nations,Saint-Denis,Reunion,False,,
2004-02-15,Italy,England,9,50,Six Nations,Rome,Italy,False,,
2004-02-21,France,Italy,25,0,Six Nations,Saint-Denis,Reunion,False,,
2004-02-21,Scotland,England,13,35,Six Nations,Edinburgh,Scotland,False,,
2004-02-22,Ireland,Wales,36,15,Six Nations,Dublin,Ireland,False,,
2004-03-06,England,Ireland,13,19,Six Nations,London,England,False,,
2004-03-06,Italy,Scotland,20,14,Six Nations,Rome,Italy,False,,
2004-03-07,Wales,France,22,29,Six Nations,Cardiff,Wales,False,,
2004-03-20,Ireland,Italy,19,3,Six Nations,Dublin,Ireland,False,,
2004-03-20,England,Wales,31,21,Six Nations,London,England,False,,
2004-03-21,Scotland,France,0,31,Six Nations,Edinburgh,Scotland,False,,
2004-03-27,Wales,Italy,44,10,Six Nations,Cardiff,Wales,False,,
2004-03-27,France,England,24,21,Six Nations,Saint-Denis,Reunion,False,,
2004-03-27,Ireland,Scotland,37,16,Six Nations,Dublin,Ireland,False,,
2004-06-12,South Africa,Ireland,31,17,2004 Ireland rugby union tour of South Africa,Bloemfontein,South Africa,False,,
2004-06-12,New Zealand,England,36,3,2004 England rugby union tour of Australasia,Dunedin,New Zealand,False,,
2004-06-12,Argentina,Wales,50,44,2004 Wales tour of Argentina and South Africa,Tucumán,Argentina,False,,
2004-06-13,Australia,Scotland,35,15,2004 Scotland tour of Australia and New Zealand,Melbourne,Australia,False,,
2004-06-19,Argentina,Wales,20,35,2004 Wales tour of Argentina and South Africa,Buenos Aires,Argentina,False,,
2004-06-19,Australia,Scotland,34,13,2004 Scotland tour of Australia and New Zealand,Sydney,Australia,False,,
2004-06-19,New Zealand,England,36,12,2004 England rugby union tour of Australasia,Auckland,New Zealand,False,,
2004-06-19,South Africa,Ireland,26,17,2004 Ireland rugby union tour of South Africa,Cape Town,South Africa,False,,
2004-06-26,Australia,England,51,15,2004 England tour of Australia and New Zealand,Brisbane,Australia,False,,
2004-06-26,New Zealand,Argentina,41,7,2004 Argentina tour of New Zealand and Europe,Hamilton,New Zealand,False,,
2004-06-26,South Africa,Wales,53,18,Wales tour of Argentina and South Africa,Pretoria,South Africa,False,,
2004-07-17,New Zealand,Australia,16,7,Rugby Championship,Wellington,New Zealand,False,,
2004-07-24,New Zealand,South Africa,23,21,Rugby Championship,Christchurch,New Zealand,False,,
2004-07-31,Australia,South Africa,30,26,Rugby Championship,Perth (WA),Australia,False,,
2004-08-07,Australia,New Zealand,23,18,Rugby Championship,Sydney,Australia,False,,
2004-08-14,South Africa,New Zealand,40,26,Rugby Championship,Johannesburg,South Africa,False,,
2004-08-21,South Africa,Australia,23,19,Rugby Championship,Durban,South Africa,False,,
2004-11-06,Scotland,Australia,14,31,2004 Autumn International,Edinburgh,Scotland,False,,
2004-11-06,Wales,South Africa,36,38,2004 end-of-year test,Cardiff,Wales,False,,
2004-11-13,France,Australia,27,14,2004 Autumn International,Saint-Denis,France,False,,
2004-11-13,Ireland,South Africa,17,12,2004 end-of-year test,Dublin,Ireland,False,,
2004-11-13,Italy,New Zealand,10,59,2004 end-of-year internationals,Rome,Italy,False,,
2004-11-20,France,Argentina,14,24,2004 Autumn International,Marseille,France,False,,
2004-11-20,Wales,New Zealand,25,26,2004 Autumn International,Cardiff,Wales,False,,
2004-11-20,Scotland,Australia,17,31,2004 Autumn International,Glasgow,Scotland,False,,
