date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_tries,away_tries
2021-07-03,Wales,Canada,68,12,International Test Match,Cardiff,Wales,False,,
2021-07-03,Ireland,Japan,39,31,International Test Match,Dublin,Ireland,False,,
2021-07-03,Romania,Argentina,17,24,International Test Match,Bucharest,Romania,False,,
2021-07-03,New Zealand,Tonga,102,0,International Test Match,Auckland,New Zealand,False,,
2021-07-04,England,United States,43,29,International Test Match,London,England,False,,
2021-07-07,Australia,France,23,21,International Test Match,Brisbane,Australia,False,,
2021-07-10,New Zealand,Fiji,57,23,International Test Match,Dunedin,New Zealand,False,,
2021-07-10,Argentina,Wales,20,20,International Test Match,Cardiff,Wales,False,,
2021-07-10,England,Canada,70,14,International Test Match,London,England,False,,
2021-07-10,Ireland,United States,71,10,International Test Match,Dublin,Ireland,False,,
2021-07-10,Samoa,Tonga,42,13,International Test Match,Auckland,New Zealand,False,,
2021-07-13,Australia,France,26,28,International Test Match,Melbourne,Australia,False,,
2021-07-17,Australia,France,33,30,International Test Match,Brisbane,Australia,False,,
2021-07-17,Tonga,Samoa,15,37,International Test Match,Hamilton,New Zealand,False,,
2021-07-17,New Zealand,Fiji,60,13,International Test Match,Hamilton,New Zealand,False,,
2021-07-17,Argentina,Wales,33,11,International Test Match,Cardiff,Wales,False,,
2021-08-07,New Zealand,Australia,33,25,International Test Match,Auckland,New Zealand,False,,
2021-08-14,South Africa,Argentina,32,12,Rugby Championship,Port Elizabeth,South Africa,False,3,
2021-08-14,New Zealand,Australia,57,22,Rugby Championship,Auckland,New Zealand,False,8,3
2021-08-21,Argentina,South Africa,10,29,Rugby Championship,Port Elizabeth,South Africa,False,1,2
2021-09-04,Canada,United States,34,21,International Test Match,,,False,,
2021-09-05,Australia,New Zealand,21,38,Rugby Championship,Perth,Australia,False,3,6
2021-09-11,Argentina,New Zealand,0,39,2021 Rugby Championship,Gold Coast,Australia,True,,
2021-09-11,Australia,South Africa,28,26,2021 Rugby Championship,Gold Coast,Australia,False,,
2021-09-12,Australia,South Africa,28,26,Rugby Championship,Gold Coast,Australia,False,1,3
2021-09-12,United States,Canada,38,16,International Test Match,Glendale,United States of America,False,,
2021-09-12,New Zealand,Argentina,39,0,Rugby Championship,Gold Coast,Australia,False,5,
2021-09-18,Australia,South Africa,30,17,Rugby Championship,Brisbane,Australia,False,4,1
2021-09-18,Argentina,New Zealand,13,36,Rugby Championship,Brisbane,Australia,False,1,5
2021-09-25,Australia,Argentina,27,8,Rugby Championship,Townsville,Australia,False,3,1
2021-09-25,New Zealand,South Africa,19,17,Rugby Championship,Townsville,Australia,False,1,1
2021-10-02,South Africa,New Zealand,31,29,Rugby Championship,Gold Coast,Australia,False,2,3
2021-10-02,Australia,Argentina,32,17,Rugby Championship,Gold Coast,Australia,False,5,2
2021-10-03,United States,Uruguay,19,16,International Test Match,Glendale,United States of America,False,,
2021-10-09,Uruguay,United States,34,15,International Test Match,Montevideo,Uruguay,False,,
2021-10-23,Japan,Australia,23,32,International Test Match,Oita,Japan,False,,
2021-10-23,United States,New Zealand,14,104,International Test Match,,,False,,
2021-10-30,Scotland,Tonga,60,14,International Test Match,Edinburgh,Scotland,False,,
2021-10-30,Wales,New Zealand,16,54,International Test Match,Cardiff,Wales,False,,
2021-11-05,France,Argentina,29,20,2021 Autumn International,Saint-Denis,France,False,,
2021-11-06,Spain,Fiji,13,43,International Test Match,Madrid,Spain,False,,
2021-11-06,Wales,South Africa,18,23,International Test Match,Cardiff,Wales,False,,
2021-11-06,France,Argentina,29,20,International Test Match,Saint-Denis,Reunion,False,,
2021-11-06,England,Tonga,69,3,International Test Match,London,England,False,,
2021-11-06,Italy,New Zealand,9,47,International Test Match,Rome,Italy,False,,
2021-11-06,Scotland,Australia,15,13,2021 Autumn International,Edinburgh,Scotland,False,,
2021-11-06,Ireland,Japan,60,5,International Test Match,Dublin,Ireland,False,,
2021-11-07,Scotland,Australia,15,13,International Test Match,Edinburgh,Scotland,False,,
2021-11-07,Romania,Uruguay,29,14,International Test Match,Verona,Italy,False,,
2021-11-13,Scotland,South Africa,15,30,International Test Match,Edinburgh,Scotland,False,,
2021-11-13,England,Australia,32,15,International Test Match,London,England,False,,
2021-11-13,Portugal,Japan,25,38,International Test Match,Coimbra,Portugal,False,,
2021-11-13,Ireland,New Zealand,29,20,International Test Match,Dublin,Ireland,False,,
2021-11-13,Italy,Argentina,16,37,International Test Match,Treviso,Italy,False,,
2021-11-14,Wales,Fiji,38,23,International Test Match,Cardiff,Wales,False,,
2021-11-14,France,Georgia,41,15,International Test Match,Lyon,France,False,,
2021-11-20,France,New Zealand,40,25,International Test Match,Saint-Denis,Reunion,False,,
2021-11-20,Scotland,Japan,29,20,International Test Match,Edinburgh,Scotland,False,,
2021-11-20,Russia,Chile,29,30,International Test Match,Sochi,Russia,False,,
2021-11-20,Georgia,Fiji,15,15,International Test Match,Aranjuez,Spain,False,,
2021-11-20,Wales,Australia,29,28,International Test Match,Cardiff,Wales,False,,
2021-11-20,Romania,Tonga,32,20,International Test Match,Bucharest,Romania,False,,
2021-11-20,England,South Africa,27,26,International Test Match,London,England,False,,
2021-11-20,Italy,Uruguay,17,10,International Test Match,Parma,Italy,False,,
2021-11-21,Ireland,Argentina,53,7,International Test Match,Dublin,Ireland,False,,
2021-11-26,Russia,Chile,27,42,International Test Match,Sochi,Russia,False,,
2022-02-05,Ireland,Wales,29,7,Six Nations,Dublin,Ireland,False,4,1
2022-02-05,Scotland,England,20,17,Six Nations,Edinburgh,Scotland,False,1,1
2022-02-06,France,Italy,37,10,Six Nations,Saint-Denis,Reunion,False,5,1
2022-02-07,France,Italy,37,10,2022 Six Nations Championship,Saint-Denis,France,False,,
2022-02-12,France,Ireland,30,24,Six Nations,Saint-Denis,Reunion,False,2,3
2022-02-12,Wales,Scotland,20,17,Six Nations,Cardiff,Wales,False,1,1
2022-02-13,Italy,England,0,33,Six Nations,Rome,Italy,False,,5
2022-02-26,Scotland,France,17,36,Six Nations,Edinburgh,Scotland,False,2,6
2022-02-26,England,Wales,23,19,Six Nations,London,England,False,1,3
2022-02-27,Ireland,Italy,57,6,Six Nations,Dublin,Ireland,False,9,
2022-02-28,Ireland,Italy,57,6,2022 Six Nations Championship,Dublin,Ireland,False,,
2022-03-11,Wales,France,9,13,Six Nations,Cardiff,Wales,False,,1
2022-03-12,Italy,Scotland,22,33,Six Nations,Rome,Italy,False,3,5
2022-03-12,England,Ireland,15,32,Six Nations,London,England,False,,4
2022-03-19,France,England,25,13,Six Nations,Saint-Denis,Reunion,False,3,1
2022-03-19,Ireland,Scotland,26,5,Six Nations,Dublin,Ireland,False,4,1
2022-03-19,Wales,Italy,21,22,Six Nations,Cardiff,Wales,False,3,1
2022-03-20,France,England,25,13,2022 Six Nations Championship,Saint-Denis,France,False,,
2022-06-18,Japan,Uruguay,34,15,International Test Match,Tokyo,Japan,False,,
2022-06-25,Japan,Uruguay,43,7,International Test Match,Fukuoka,Japan,False,6,1
2022-06-25,Portugal,Italy,31,38,International Test Match,Lisbon,Portugal,False,,
2022-07-01,Romania,Italy,13,45,International Test Match,Bucharest,Romania,False,,
2022-07-02,Argentina,Scotland,26,18,International Test Match,San Salvador,El Salvador,False,,
2022-07-02,South Africa,Wales,32,29,International Test Match,Pretoria,South Africa,False,,
2022-07-02,New Zealand,Ireland,42,19,International Test Match,Auckland,New Zealand,False,,
2022-07-02,Japan,France,23,42,International Test Match,,,False,,
2022-07-02,Australia,England,30,28,International Test Match,Perth,Australia,False,,
2022-07-09,Chile,United States,21,22,International Test Match,Santiago,Chile,False,,
2022-07-09,Argentina,Scotland,6,25,International Test Match,Salta,Argentina,False,,4
2022-07-09,South Africa,Wales,12,13,International Test Match,Bloemfontein,South Africa,False,,
2022-07-09,New Zealand,Ireland,12,23,International Test Match,Dunedin,New Zealand,False,,
2022-07-09,Japan,France,15,20,International Test Match,Tokyo,Japan,False,,
2022-07-09,Australia,England,17,25,International Test Match,Brisbane,Australia,False,,
2022-07-10,Georgia,Italy,28,19,International Test Match,Batumi,Georgia,False,,
2022-07-10,Uruguay,Romania,22,30,International Test Match,Montevideo,Uruguay,False,,
2022-07-16,Georgia,Portugal,23,14,International Test Match,Kutaisi,Russia,False,,
2022-07-16,Australia,England,17,21,International Test Match,Sydney,Australia,False,,
2022-07-16,United States,Chile,29,31,International Test Match,Glendale,United States of America,False,,
2022-07-16,South Africa,Wales,30,14,International Test Match,Cape Town,South Africa,False,,
2022-07-16,Argentina,Scotland,34,31,International Test Match,,,False,4,4
2022-07-16,New Zealand,Ireland,22,32,International Test Match,Wellington,New Zealand,False,,
2022-07-17,Uruguay,Romania,26,20,International Test Match,Montevideo,Uruguay,False,,
2022-07-23,Tonga,Hong Kong China,44,22,International Test Match,Bokarina,Australia,False,6,3
2022-08-06,Argentina,Australia,24,38,Rugby Championship,Mendoza,Argentina,False,2,4
2022-08-06,South Africa,New Zealand,21,10,Rugby Championship,Nelspruit,South Africa,False,2,1
2022-08-13,Argentina,Australia,48,17,Rugby Championship,San Juan,Argentina,False,7,2
2022-08-13,South Africa,New Zealand,23,35,Rugby Championship,Johannesburg,South Africa,False,2,4
2022-08-27,Australia,South Africa,25,17,Rugby Championship,Adelaide,Australia,False,3,2
2022-08-27,New Zealand,Argentina,18,25,Rugby Championship,Christchurch,New Zealand,False,2,1
2022-09-03,Australia,South Africa,8,24,Rugby Championship,Sydney,Australia,False,1,4
2022-09-03,New Zealand,Argentina,53,3,Rugby Championship,Hamilton,New Zealand,False,7,
2022-09-15,Australia,New Zealand,37,39,Rugby Championship,Melbourne,Australia,False,4,5
2022-09-17,Argentina,South Africa,20,36,Rugby Championship,Buenos Aires,Argentina,False,1,4
2022-09-24,New Zealand,Australia,40,14,Rugby Championship,Auckland,New Zealand,False,4,2
2022-09-24,South Africa,Argentina,38,21,Rugby Championship,Durban,South Africa,False,3,3
2022-10-01,Denmark,Andorra,25,10,International Test Match,Copenhagen,Denmark,False,,
2022-10-08,Serbia,Montenegro,62,0,International Test Match,,,False,,
2022-10-08,Hungary,Czech Republic,21,41,International Test Match,Budapest,Hungary,False,,
2022-10-15,Malta,Bulgaria,14,23,International Test Match,Paola,Malta,False,,
2022-10-15,Finland,Denmark,31,6,International Test Match,Helsinki,Finland,False,,
2022-10-22,Slovenia,Malta,10,46,International Test Match,,,False,,
2022-10-22,Croatia,Ukraine,22,27,International Test Match,Zagreb,Serbia and Montenegro,False,,
2022-10-22,Finland,Norway,22,3,International Test Match,Helsinki,Finland,False,,
2022-10-29,Japan,New Zealand,31,38,International Test Match,Tokyo,Japan,False,,
2022-10-29,Montenegro,Bosnia-Herzegovina,18,20,International Test Match,Bar,Montenegro,False,,
2022-10-29,Sweden,Croatia,37,17,International Test Match,Stockholm,Sweden,False,,
2022-10-29,Scotland,Australia,15,16,International Test Match,Edinburgh,Scotland,False,,
2022-11-05,Bulgaria,Israel,34,15,International Test Match,Sofia,Bulgaria,False,,
2022-11-05,France,Australia,30,29,International Test Match,Saint-Denis,Reunion,False,,
2022-11-05,Spain,Tonga,6,40,International Test Match,Malaga,Spain,False,,
2022-11-05,Ireland,South Africa,19,16,International Test Match,Dublin,Ireland,False,,
2022-11-05,Wales,New Zealand,23,55,International Test Match,Cardiff,Wales,False,,
2022-11-05,Sweden,Switzerland,12,69,International Test Match,Malmo,Sweden,False,,
2022-11-05,Italy,Samoa,49,17,International Test Match,Padova,Italy,False,,
2022-11-05,Scotland,Fiji,28,12,International Test Match,Edinburgh,Scotland,False,,
2022-11-05,Lithuania,Ukraine,39,20,International Test Match,Vilnius,Lithuania,False,,
2022-11-05,Romania,Chile,30,23,International Test Match,Bucharest,Romania,False,,
2022-11-06,Portugal,Hong Kong China,42,14,International Test Match,Dubai,Arabian Gulf,False,6,2
2022-11-06,Georgia,Uruguay,34,18,International Test Match,Tbilisi,Georgia,False,,
2022-11-06,United States,Kenya,68,14,International Test Match,Dubai,Arabian Gulf,False,10,2
2022-11-06,England,Argentina,29,30,International Test Match,London,England,False,,
2022-11-12,England,Japan,52,13,International Test Match,London,England,False,,
2022-11-12,Spain,Namibia,34,15,International Test Match,Madrid,Spain,False,,
2022-11-12,Georgia,Samoa,19,20,International Test Match,Tbilisi,Georgia,False,,
2022-11-12,Wales,Argentina,20,13,International Test Match,Cardiff,Wales,False,,
2022-11-12,United States,Hong Kong China,49,7,International Test Match,Dubai,Arabian Gulf,False,7,1
2022-11-12,France,South Africa,30,26,International Test Match,Marseille,France,False,,
2022-11-12,Switzerland,Lithuania,45,6,International Test Match,Lausanne,Switzerland,False,,
2022-11-12,Czech Republic,Moldova,39,13,International Test Match,Zlin,Czech Republic,False,,
2022-11-12,Tonga,Chile,39,10,International Test Match,Bucharest,Romania,False,,
2022-11-12,Portugal,Kenya,85,0,International Test Match,Dubai,Arabian Gulf,False,12,
2022-11-12,Netherlands,Canada,25,37,International Test Match,Amsterdam,Netherlands,False,,
2022-11-12,Italy,Australia,28,27,International Test Match,Florence,Italy,False,,
2022-11-12,Ireland,Fiji,35,17,International Test Match,Dublin,Ireland,False,,
2022-11-13,Romania,Uruguay,16,21,International Test Match,Bucharest,Romania,False,,
2022-11-13,Scotland,New Zealand,23,31,International Test Match,Edinburgh,Scotland,False,,
2022-11-18,Hong Kong China,Kenya,22,18,International Test Match,Dubai,Arabian Gulf,False,,
2022-11-18,United States,Portugal,16,16,International Test Match,Dubai,Arabian Gulf,False,1,1
2022-11-19,Romania,Samoa,0,22,International Test Match,Bucharest,Romania,False,,
2022-11-19,England,New Zealand,25,25,International Test Match,London,England,False,,
2022-11-19,Canada,Namibia,37,43,International Test Match,Amsterdam,Netherlands,False,,
2022-11-19,Italy,South Africa,21,63,International Test Match,Genova,Italy,False,,
2022-11-19,Tonga,Uruguay,43,19,International Test Match,Bucharest,Romania,False,,
2022-11-19,Ireland,Australia,13,10,International Test Match,Dublin,Ireland,False,,
2022-11-19,Scotland,Argentina,52,29,International Test Match,Edinburgh,Scotland,False,,
2022-11-19,Wales,Georgia,12,13,International Test Match,Cardiff,Wales,False,,
2022-11-20,France,Japan,35,17,International Test Match,Toulouse,France,False,,
2022-11-26,England,South Africa,13,27,International Test Match,London,England,False,,
2022-11-26,Wales,Australia,34,39,International Test Match,Cardiff,Wales,False,,
2022-12-10,Cayman Islands,Mexico,35,14,International Test Match,,,False,,
2023-02-04,Wales,Ireland,10,34,Six Nations,Cardiff,Wales,False,1,4
2023-02-04,England,Scotland,23,29,Six Nations,London,England,False,3,4
2023-02-05,Italy,France,24,29,Six Nations,Rome,Italy,False,1,4
2023-02-11,Scotland,Wales,35,7,Six Nations,Edinburgh,Scotland,False,5,1
2023-02-11,Ireland,France,32,19,Six Nations,Dublin,Ireland,False,4,1
2023-02-12,England,Italy,31,14,Six Nations,London,England,False,4,2
2023-02-25,Italy,Ireland,20,34,Six Nations,Rome,Italy,False,2,5
2023-02-25,Wales,England,10,20,Six Nations,Cardiff,Wales,False,1,3
2023-02-25,Botswana,Eswatini,111,3,International Test Match,,,False,,
2023-02-26,France,Scotland,32,21,Six Nations,Saint-Denis,Reunion,False,4,3
2023-03-11,Ukraine,Switzerland,32,59,International Test Match,Zagreb,Serbia and Montenegro,False,,
2023-03-11,England,France,10,53,Six Nations,London,England,False,1,7
2023-03-11,Italy,Wales,17,29,Six Nations,Rome,Italy,False,2,3
2023-03-12,Scotland,Ireland,7,22,Six Nations,Edinburgh,Scotland,False,1,3
2023-03-18,France,Wales,41,28,Six Nations,Saint-Denis,Reunion,False,5,4
2023-03-18,Scotland,Italy,26,14,Six Nations,Edinburgh,Scotland,False,4,1
2023-03-18,Ireland,England,29,16,Six Nations,Dublin,Ireland,False,4,1
2023-03-18,Ukraine,Sweden,38,15,International Test Match,Split,Serbia and Montenegro,False,,
2023-03-25,Lithuania,Croatia,37,39,International Test Match,Vilnius,Lithuania,False,,
2023-04-01,Lithuania,Sweden,15,18,International Test Match,Vilnius,Lithuania,False,,
2023-04-01,Croatia,Switzerland,22,32,International Test Match,Makarska,Serbia and Montenegro,False,,
2023-04-22,Andorra,Finland,23,31,International Test Match,Andorra la Vella,Andorra,False,,
2023-04-22,Israel,Slovenia,50,7,International Test Match,,,False,,
2023-04-29,Bulgaria,Slovenia,39,19,International Test Match,Sofia,Bulgaria,False,,
2023-04-29,Latvia,Czech Republic,7,43,International Test Match,Riga,Latvia,False,,
2023-04-29,Bosnia-Herzegovina,Serbia,12,40,International Test Match,Zenica,Bosnia and Herzegovina,False,,
2023-04-29,Andorra,Norway,26,6,International Test Match,,,False,,
2023-05-06,Hungary,Latvia,21,22,International Test Match,Budapest,Hungary,False,,
2023-05-13,Norway,Denmark,10,22,International Test Match,Stavanger,Norway,False,,
2023-06-03,Trinidad and Tobago,Barbados,35,27,International Test Match,Port of Spain,Trinidad and Tobago,False,,
2023-06-03,South Korea,Malaysia,27,3,International Test Match,Kuala Lumpur,Malaysia,False,,
2023-06-10,Hong Kong China,Malaysia,88,9,International Test Match,Hong Kong,Hong Kong,False,,
2023-06-17,Hong Kong China,South Korea,30,10,International Test Match,Hong Kong,Hong Kong,False,,
2023-07-08,South Africa,Australia,43,12,Rugby Championship,Pretoria,South Africa,False,4,2
2023-07-08,Argentina,New Zealand,12,41,Rugby Championship,Mendoza,Argentina,False,2,7
2023-07-15,Australia,Argentina,31,34,Rugby Championship,Sydney,Australia,False,4,4
2023-07-15,New Zealand,South Africa,35,20,Rugby Championship,Auckland,New Zealand,False,4,3
2023-07-22,Japan,Samoa,22,24,International Test Match,Sapporo,Japan,False,,
2023-07-22,Fiji,Tonga,36,20,International Test Match,Lautoka,Fiji,False,,
2023-07-29,Samoa,Fiji,19,33,International Test Match,Apia,Samoa,False,,
2023-07-29,Australia,New Zealand,7,38,Rugby Championship,Melbourne,Australia,False,1,6
2023-07-29,Japan,Tonga,21,16,International Test Match,Osaka,Japan,False,,
2023-07-29,South Africa,Argentina,22,21,Rugby Championship,Johannesburg,South Africa,False,3,2
2023-07-29,Uruguay,Chile,26,25,International Test Match,Montevideo,Uruguay,False,,
2023-07-29,Scotland,Italy,25,13,International Test Match,Edinburgh,Scotland,False,,
2023-08-05,Argentina,South Africa,13,24,International Test Match,Buenos Aires,Argentina,False,,
2023-08-05,Uruguay,Namibia,26,18,International Test Match,Montevideo,Uruguay,False,,
2023-08-05,Romania,United States,17,31,International Test Match,Bucharest,Romania,False,,
2023-08-05,Wales,England,20,9,International Test Match,Cardiff,Wales,False,,
2023-08-05,Ireland,Italy,33,17,International Test Match,Dublin,Ireland,False,,
2023-08-05,Japan,Fiji,12,35,International Test Match,Tokyo,Japan,False,,
2023-08-05,New Zealand,Australia,23,20,International Test Match,Dunedin,New Zealand,False,,
2023-08-05,Samoa,Tonga,34,9,International Test Match,Apia,Samoa,False,,
2023-08-05,Scotland,France,25,21,International Test Match,Edinburgh,Scotland,False,,
2023-08-10,Tonga,Canada,28,3,International Test Match,,,False,,
2023-08-12,England,Wales,19,17,International Test Match,London,England,False,,
2023-08-12,Georgia,Romania,56,6,International Test Match,Tbilisi,Georgia,False,,
2023-08-12,France,Scotland,30,27,International Test Match,Saint-Etienne,France,False,,
2023-08-12,Chile,Namibia,26,28,International Test Match,Temuco,Chile,False,,
2023-08-12,Portugal,United States,46,20,International Test Match,,,False,7,2
2023-08-15,Tonga,Canada,36,12,International Test Match,,,False,,
2023-08-19,Wales,South Africa,16,52,International Test Match,Cardiff,Wales,False,,
2023-08-19,France,Fiji,34,17,International Test Match,Nantes,France,False,,
2023-08-19,Italy,Romania,57,7,International Test Match,San Benedetto del Tronto,Italy,False,,
2023-08-19,Ireland,England,29,10,International Test Match,Dublin,Ireland,False,,
2023-08-19,Georgia,United States,22,7,International Test Match,Tbilisi,Georgia,False,,
2023-08-25,New Zealand,South Africa,7,35,International Test Match,London,England,False,,
2023-08-26,England,Fiji,22,30,International Test Match,London,England,False,,
2023-08-26,Italy,Japan,42,21,International Test Match,Treviso,Italy,False,,
2023-08-26,Ireland,Samoa,17,13,International Test Match,Bayonne,France,False,,
2023-08-26,Spain,Argentina,3,62,International Test Match,Madrid,Spain,False,,
2023-08-26,Scotland,Georgia,33,6,International Test Match,Edinburgh,Scotland,False,,
2023-08-27,France,Australia,41,17,International Test Match,Saint-Denis,Reunion,False,,
2023-09-08,France,New Zealand,27,13,Rugby World Cup,Saint-Denis,Reunion,False,2,2
2023-09-09,England,Argentina,27,10,Rugby World Cup,Marseille,France,False,,1
2023-09-09,Australia,Georgia,35,15,Rugby World Cup,Saint-Denis,Reunion,False,4,2
2023-09-09,Ireland,Romania,82,8,Rugby World Cup,Bordeaux,France,False,12,1
2023-09-09,Italy,Namibia,52,8,Rugby World Cup,Saint-Etienne,France,False,7,1
2023-09-10,Wales,Fiji,32,26,Rugby World Cup,Bordeaux,France,False,4,4
2023-09-10,South Africa,Scotland,18,3,Rugby World Cup,Marseille,France,False,2,
2023-09-10,Japan,Chile,42,12,Rugby World Cup,Toulouse,France,False,6,2
2023-09-14,France,Uruguay,27,12,Rugby World Cup,Lille,France,False,3,2
2023-09-15,New Zealand,Namibia,71,3,Rugby World Cup,Toulouse,France,False,11,
2023-09-16,Samoa,Chile,43,10,Rugby World Cup,Bordeaux,France,False,5,1
2023-09-16,Ireland,Tonga,59,16,Rugby World Cup,Nantes,France,False,8,1
2023-09-16,Wales,Portugal,28,8,Rugby World Cup,Nice,France,False,4,1
2023-09-17,South Africa,Romania,76,0,Rugby World Cup,Bordeaux,France,False,11,
2023-09-17,Australia,Fiji,15,22,Rugby World Cup,Saint-Etienne,France,False,2,1
2023-09-17,England,Japan,34,12,Rugby World Cup,Nice,France,False,4,
2023-09-20,Italy,Uruguay,38,17,Rugby World Cup,Nice,France,False,5,1
2023-09-21,France,Namibia,96,0,Rugby World Cup,Marseille,France,False,13,
2023-09-22,Argentina,Samoa,19,10,Rugby World Cup,Saint-Etienne,France,False,1,1
2023-09-23,South Africa,Ireland,8,13,Rugby World Cup,Saint-Denis,Reunion,False,1,1
2023-09-23,England,Chile,71,0,Rugby World Cup,Lille,France,False,11,
2023-09-23,Georgia,Portugal,18,18,Rugby World Cup,Toulouse,France,False,2,2
2023-09-24,Wales,Australia,40,6,Rugby World Cup,Lyon,France,False,3,
2023-09-24,Scotland,Tonga,45,17,Rugby World Cup,Nice,France,False,7,2
2023-09-27,Uruguay,Namibia,36,26,Rugby World Cup,Lyon,France,False,5,2
2023-09-28,Japan,Samoa,28,22,Rugby World Cup,Toulouse,France,False,3,3
2023-09-29,New Zealand,Italy,96,17,Rugby World Cup,Lyon,France,False,14,2
2023-09-30,Scotland,Romania,84,0,Rugby World Cup,Lille,France,False,12,
2023-09-30,Fiji,Georgia,17,12,Rugby World Cup,Bordeaux,France,False,2,
2023-09-30,Argentina,Chile,59,5,Rugby World Cup,Nantes,France,False,8,1
2023-09-30,Denmark,Andorra,36,8,International Test Match,Copenhagen,Denmark,False,,
2023-09-30,Austria,Hungary,10,53,International Test Match,,,False,,
2023-09-30,Turkey,Moldova,14,33,International Test Match,Istanbul,Türkiye,False,,
2023-10-01,South Africa,Tonga,49,18,Rugby World Cup,Marseille,France,False,7,3
2023-10-01,Australia,Portugal,34,14,Rugby World Cup,Saint-Etienne,France,False,5,2
2023-10-05,New Zealand,Uruguay,73,0,Rugby World Cup,Lyon,France,False,11,
2023-10-06,France,Italy,60,7,Rugby World Cup,Lyon,France,False,8,1
2023-10-07,Moldova,Serbia,31,11,International Test Match,Chisinau,Moldova,False,,
2023-10-07,Ireland,Scotland,36,14,Rugby World Cup,Saint-Denis,Reunion,False,6,2
2023-10-07,England,Samoa,18,17,Rugby World Cup,Lille,France,False,2,2
2023-10-07,Wales,Georgia,43,19,Rugby World Cup,Nantes,France,False,6,3
2023-10-07,Finland,Denmark,14,10,International Test Match,Helsinki,Finland,False,,
2023-10-08,Tonga,Romania,45,24,Rugby World Cup,Lille,France,False,7,3
2023-10-08,Japan,Argentina,27,39,Rugby World Cup,Nantes,France,False,3,5
2023-10-08,Fiji,Portugal,23,24,Rugby World Cup,Toulouse,France,False,2,3
2023-10-14,Wales,Argentina,17,29,Rugby World Cup,Marseille,France,False,2,2
2023-10-14,Bosnia-Herzegovina,Luxembourg,10,59,International Test Match,Zenica,Bosnia and Herzegovina,False,,
2023-10-14,Hungary,Slovenia,17,29,International Test Match,Budapest,Hungary,False,,
2023-10-14,Ireland,New Zealand,24,28,Rugby World Cup,Saint-Denis,Reunion,False,2,3
2023-10-15,France,South Africa,28,29,Rugby World Cup,Saint-Denis,Reunion,False,3,4
2023-10-15,England,Fiji,30,24,Rugby World Cup,Marseille,France,False,2,3
2023-10-20,Argentina,New Zealand,6,44,Rugby World Cup,Saint-Denis,Reunion,False,,7
2023-10-21,Slovenia,Bosnia-Herzegovina,22,17,International Test Match,,,False,,
2023-10-21,Finland,Latvia,17,46,International Test Match,Helsinki,Finland,False,,
2023-10-21,England,South Africa,15,16,Rugby World Cup,Saint-Denis,Reunion,False,,1
2023-10-27,Argentina,England,23,26,Rugby World Cup,Saint-Denis,Reunion,False,2,2
2023-10-28,New Zealand,South Africa,11,12,Rugby World Cup,Saint-Denis,Reunion,False,1,
2023-10-28,Sweden,Czech Republic,48,37,International Test Match,Stockholm,Sweden,False,,
2023-10-28,Bulgaria,Turkey,40,24,International Test Match,Sofia,Bulgaria,False,,
2023-10-28,Uganda,Zambia,30,8,International Test Match,Kampala,Uganda,False,,
2023-11-01,Kenya,Zambia,42,12,International Test Match,Kampala,Uganda,False,,
2023-11-04,Czech Republic,Croatia,48,22,International Test Match,Prague,Czech Republic,False,,
2023-11-04,Ukraine,Lithuania,14,32,International Test Match,Makarska,Serbia and Montenegro,False,,
2023-11-04,Malta,Cyprus,22,17,International Test Match,Paola,Malta,False,,
2023-11-04,Switzerland,Sweden,23,12,International Test Match,,,False,,
2023-11-04,Andorra,Latvia,28,0,International Test Match,Andorra la Vella,Andorra,False,,
2023-11-04,Luxembourg,Austria,27,14,International Test Match,Luxembourg,Luxembourg,False,,
2023-11-05,Uganda,Kenya,21,20,International Test Match,Kampala,Uganda,False,,
2023-11-11,Spain,Canada,42,20,International Test Match,Villajoyosa,Spain,False,,
2023-11-11,United States,Brazil,48,3,International Test Match,Villajoyosa,Spain,False,8,
2023-11-11,Kenya,Uganda,20,13,International Test Match,Kisumu,Kenya,False,,
2023-11-11,Latvia,Norway,53,8,International Test Match,Jelgava,Latvia,False,,
2023-11-11,Ukraine,Croatia,5,41,International Test Match,Makarska,Serbia and Montenegro,False,,
2023-11-11,Lithuania,Switzerland,17,31,International Test Match,Klaipeda,Lithuania,False,,
2023-11-14,Hong Kong China,Germany,29,16,International Test Match,Hong Kong,Hong Kong,False,,
2023-11-18,Spain,United States,12,42,International Test Match,Villajoyosa,Spain,False,2,5
2023-11-18,Hong Kong China,Germany,46,10,International Test Match,Hong Kong,Hong Kong,False,,
2023-11-18,Croatia,Sweden,20,22,International Test Match,Makarska,Serbia and Montenegro,False,,
2023-11-18,Brazil,Canada,15,40,International Test Match,Villajoyosa,Spain,False,,
2023-11-22,Tunisia,Uganda,14,20,International Test Match,Tunis,Tunisia,False,,
2023-11-25,Czech Republic,Lithuania,34,24,International Test Match,Prague,Czech Republic,False,,
2023-11-27,Tunisia,Uganda,53,13,International Test Match,Tunis,Tunisia,False,,
2024-02-02,France,Ireland,17,38,Six Nations,Marseille,France,False,2,5
2024-02-03,Algeria,Senegal,26,12,International Test Match,Paris,France,False,,
2024-02-03,Wales,Scotland,26,27,Six Nations,Cardiff,Wales,False,4,3
2024-02-03,Italy,England,24,27,Six Nations,Rome,Italy,False,3,2
2024-02-10,Scotland,France,16,20,Six Nations,Edinburgh,Scotland,False,1,2
